text,annotation,created_at,user_id,status_id,reply_to_status_id,reply_to_user_id,country,country_code,location,lang,retweet_count,is_retweet,retweet_location,retweet_status_id,reply_count,favorite_count,retweet_favorite_count,inter_rater
"@rhpdxsatx @vOidwards @shaun_jen Its so great that you want to be killed in a shootout, your family will look back fondly at your sacrifice &amp; your comrades will treat you as hero as you bleed out on the pavement. 

I want you to be safe my child, don’t be brainwashed into violence. There is love to live for.",not_misogynistic,2019-06-30 04:26:22,1050264385053184e3,1145186790355165200,1145185467375091700,908034869195878400,NA,NA,United States,en,0,0,NA,NA,NA,0,NA,FALSE
@Go__Pete__Go Why would you not like a damn who administration is attempting to decriminalize being homosexual or trans in places where you would be killed for being gay etc as I see you have a rainbow flag in your name,not_misogynistic,2019-07-02 11:00:44,4676239807,1146010814370865200,1146008237222899700,982233948171325400,NA,NA,Hell,en,0,0,NA,NA,NA,2,NA,FALSE
Not sure how the women can fall in love on #DoubleShotOfLove when one of the guys looks like a human camel toe.,not_misogynistic,2019-06-28 17:35:37,480415665,1144660636632268800,NA,NA,NA,NA,"North Carolina, USA",en,1,0,NA,NA,NA,3,NA,FALSE
A bitch made it to Philly in one piece,not_misogynistic,2019-06-26 23:01:11,547608201,1144017792657702900,NA,NA,NA,NA,nyc / nj,en,0,0,NA,NA,NA,2,NA,FALSE
"@KingMe142 @RitaPanahi That’s true,because if you go against your own race in prison , you’ll be killed",not_misogynistic,2019-07-01 00:34:29,71671585820305e4,1145490825968664600,1145467176528179200,3232187677,NA,NA,NA,en,0,0,NA,NA,NA,0,NA,FALSE
"@j_wylie @AllisonMorris1 @Ciara87C Leave the main tourist streets and walk the back streets, you will find nice quiet squares with a small cafe or bar and see the real Venice",not_misogynistic,2019-07-01 17:16:42,169461123,1145743040398712800,1145739975763406800,472245276,NA,NA,NA,en,0,0,NA,NA,NA,2,NA,FALSE
@travisalabanza mood,not_misogynistic,2019-07-04 17:37:28,1586704777,1146835429766979600,1146809532322107400,60699857,NA,NA,"London, England",en,0,0,NA,NA,NA,2,NA,FALSE
@PGUK @MrDuncanJames @travisalabanza Humans of late capitalism.,not_misogynistic,2019-06-26 09:45:13,1050448374648983600,1143817483574550500,1143806105505501200,94062558,NA,NA,NA,ro,0,0,NA,NA,NA,10,NA,FALSE
@NicolaSturgeon Unfortunately this maybe the beginning of the abolition of Holyrood.,not_misogynistic,2019-07-03 22:11:44,1117375152910753800,1146542062302650400,1146128356091551700,160952087,NA,NA,NA,en,0,0,NA,NA,NA,0,NA,FALSE
"@KTMSays @stephenfry @EverydaySexism Legally and morally, it is the only take.",not_misogynistic,2019-07-02 09:56:27,721019384,1145994634646237200,1145988513650946e3,182089950,NA,NA,NA,en,0,0,NA,NA,NA,25,NA,FALSE
"@NicolaSturgeon Will you please stop biting every time the Tories try and do something stupid. Just ignore them, we will be free from Tory rule soon enough.",not_misogynistic,2019-07-03 09:03:05,2903875042,1146343595638702100,1146128356091551700,160952087,NA,NA,"Arse, Indonesia",en,0,0,NA,NA,NA,0,NA,FALSE
@Jacobite1745G @thezambologist @stumc33 @HumzaYousaf @policescotland @glasgowcathcart @NicolaSturgeon Well I think if you can’t see it you need to go to specsavers,not_misogynistic,2019-07-06 22:18:50,2334009892,1147631014782668800,1147626939366236200,1633570315,NA,NA,United Kingdom,en,0,0,NA,NA,NA,0,NA,FALSE
"@JessicaValenti No, it’s white privilege youths thatwill get away with this shit. A minority kid does this and he is fucked for life, no if’s ands or buts.",not_misogynistic,2019-07-03 23:23:55,271736081,1146560228831518700,1146249118223884300,4099171,NA,NA,The Bronx,en,0,0,NA,NA,NA,0,NA,FALSE
@dhothersall @kezdugdale One of the best.,not_misogynistic,2019-06-29 13:24:35,581185897,1144959851958849500,1.1449586352960881e+18,88059720,NA,NA,"London, UK",en,0,0,NA,NA,NA,7,NA,FALSE
@UnburntWitch Bring someone on for competitive way of the warrior.,not_misogynistic,2019-07-05 17:39:13,492480770,1147198260848803800,1147195908456505300,226346115,NA,NA,NA,en,0,0,NA,NA,NA,1,NA,FALSE
"@InvisibleChoice @liz6153 @SofonisbaAngui7 @patrickharvie @agcolehamilton @kezdugdale @ChristinaSNP @NicolaSturgeon It's not anti-lesbian behaviour, it's anti-transphobic behaviour. Pride's welcoming to lesbians and trans people, that's the point of it. If the small number of transphobic lesbians at Pride stop being transphobic, they won't be on the receiving end of anti-transphobic behaviour.",not_misogynistic,2019-06-24 14:46:51,37628914,1143168614096416800,1143165452358758400,1372990687,NA,NA,"Glasgow, UK",en,0,0,NA,NA,NA,3,NA,FALSE
"@JessicaValenti As long as he's a white boy from a ""good family."" And this judge is next level by chastising the girl and her family for bringing charges that can ruin his life. I CANNOT BELIEVE THIS IS REAL.",not_misogynistic,2019-07-03 21:54:05,17742448,1146537622623277e3,1146249118223884300,4099171,NA,NA,Seattle,en,0,0,NA,NA,NA,0,NA,FALSE
@bellaforalba @kezdugdale @LeeMartin113 @ScotParl @LGBTIScotland Respect to you.,not_misogynistic,2019-06-26 08:08:15,22205086,1143793080446963700,1143792886393315300,3024749475,United Kingdom,GB,"Edinburgh, UK",en,0,0,NA,NA,NA,0,NA,FALSE
@Cybernat2015 @Dominique_ITV @itvnews @NicolaSturgeon @theresa_may So the law was the issue? I’ve just read about it. The epidemic resulted in an attempt to legalise the taking of class A’s in this room. The knock on effect of this is huge. Way beyond just Scotland. It’s an attempt to stop HIV spreading. Is this room your argument?,not_misogynistic,2019-07-04 21:27:50,65018250,1.1468934026902159e+18,1146890622432960500,3141423604,NA,NA,England,en,0,0,NA,NA,NA,0,NA,FALSE
"@adrian1farrell @bbcquestiontime @NicolaSturgeon @BorisJohnson You're the one that used words as a symbol for something you don't like and then expected other people to understand it. If I said ""I don't like eating that gross garbage"" it wouldn't really help you understand anything. Although it's interesting you think the EU is worse. lol.",not_misogynistic,2019-07-05 18:24:28,20936708,1147209648078016500,1147208419532836900,144310792,NA,NA,NA,en,0,0,NA,NA,NA,0,NA,FALSE
"@Liafuckrbhisss @JessicaValenti @denizoce No, that is how America got screwed up in the first place. The issue with rape isn't that the punishment isn't hard enough. That is NEVER the case. The problem is so many go unpunished. I think America needs both a more humane prison system AND the privileged have to be sentenced",not_misogynistic,2019-07-04 10:36:41,1143185496170008600,1146729536526135300,1146644865628942300,1121583630919327700,NA,NA,NA,en,0,0,NA,NA,NA,2,NA,FALSE
@aimeeallison @JoeBiden @AOC I don’t believe that is what he’s saying.,not_misogynistic,2019-07-06 23:43:17,341794240,1147652267140681700,1147328670190600200,15607662,NA,NA,"Okefenokee Wilderness, FL",en,0,0,NA,NA,NA,0,NA,FALSE
"Tank in the streets, skank in the sheets",misogynistic,2019-07-02 03:04:05,1140733985552777200,1145890859038203900,NA,NA,NA,NA,cat jungle,en,0,0,NA,NA,NA,1,NA,FALSE
"@Lunauzumaki4 @dumbthiccyoongi @gcftay Alright. Do you think Christians and Jews should be killed for what the bible says? It supports rape, murder, slavery, and beating women.",not_misogynistic,2019-07-02 05:35:12,965709937556025300,1145928891292405800,1145928122212241400,1099821706703720400,NA,NA,hell but for nctzens.,en,0,0,NA,NA,NA,3,NA,FALSE
"@SaleemKhanSafi They were ppl who were fighting a war, what is the qualifications of zardari &amp; we don’t want to hear or see him,by the way he will be out soon because either the ppl will die or be killed or record will disappear or burned than all you so called sahafis can have a ball",not_misogynistic,2019-07-02 03:23:31,167492373,1145895750842441700,1145775991270387700,615983648,NA,NA,NA,en,0,0,NA,NA,NA,1,NA,FALSE
"@oudekaas3 @Mattbrais OK Sir, Craig Lying motherfucking Wright is a wrong and an arrogant twat who was involved in bitcoin as the tea lady. When Kleiman died he fancied his chances. If he's proved not satoshi he is lol WTF Sort your head out you clown he's a faggot bitch lying scumbag. Its that simple",not_misogynistic,2019-06-30 18:32:19,986730835,1145399681620553700,1145398489171583e3,1067420633615802400,NA,NA,Solid ground,en,0,0,NA,NA,NA,0,NA,FALSE
@dbongino Kapernick is a dirty word. Whatever that guy touches turns to garbage.,not_misogynistic,2019-07-02 07:57:23,3178708376,1145964673415700500,1145866823243636700,232901331,NA,NA,NA,en,0,0,NA,NA,NA,0,NA,FALSE
"@ElHoncho_ I'm getting this bitch yanked asap. Btw, dont get 3 shots in your ass after you haven't eaten all day. I was dry heaving for hours after that ER visit.",not_misogynistic,2019-07-02 15:18:40,329115794,1146075724450807800,1146075408288407600,964577136160989200,NA,NA,NA,en,0,0,NA,NA,NA,0,NA,FALSE
"@jamesbuckley @PVBrett @RAICESTEXAS @PPFA What I meant is, it is a life form, that doesn't deserve to be killed.

My position is more scientific than yours. 

If NASA finds a living cell on a planet with a potential to turn into a living organism, they will call it LIFE. 

But a cell structure with a heart is not life?",not_misogynistic,2019-06-28 22:28:02,2829768556,1144734225058476e3,114473179083955e4,2201211,NA,NA,Northern Kingdoms,en,0,0,NA,NA,NA,0,NA,FALSE
Y’all ever stare in the mirror too long and start thinking like “damn im really a human being.” Like damn im really up in this bitch.,misogynistic,2019-06-28 22:47:16,2642197660,1144739067503923200,NA,NA,NA,NA,"Mesa, AZ",en,1,0,NA,NA,NA,2,NA,FALSE
@Michael2Wallace i didn’t know kyrie irving was a bitch made diva,misogynistic,2019-06-30 01:03:54,1471222248,1145135840760389600,1145126601811812400,428612489,NA,NA,NA,en,0,0,NA,NA,NA,1,NA,FALSE
"and yet people wonder why we use dyke, wlw, queer, or even just gay to identify ourselves. it's bc lesbian has been turned into a dirty word.",not_misogynistic,2019-06-29 00:18:08,3342057479,1144761933691850800,1144761491591237600,3342057479,NA,NA,NA,en,0,0,NA,NA,NA,0,NA,FALSE
"I have never been as scared as I was today. I was taken to an unknown location, handcuffed, and threatened to be killed.",not_misogynistic,2019-06-30 20:39:19,220050666,1145431645035597800,1145431125126537200,220050666,Nigeria,NG,"Asaba, Nigeria",en,3,0,NA,NA,NA,0,NA,FALSE
"@PatDeeringTD your a cunt supporting culling of greyhounds, get a conscience or your as bad as the thugs in that film",not_misogynistic,2019-06-27 22:34:27,594720484,1144373452863918100,NA,492632023,Jamaica,JM,NA,en,0,0,NA,NA,NA,0,NA,FALSE
@BillSimmons @mPinoe That’s fucking disgusting and this creature should never be an inspiration to anyone literally the opposite of what a woman human should be in this life. Prideful strong dyke no. No decency or humbleness . The opposite of the image of god left for a woman. This is sick,not_misogynistic,2019-06-29 03:51:47,1051513725566537700,1144815702106398700,1144800075618672600,32765534,NA,NA,NA,en,0,0,NA,NA,NA,1,NA,FALSE
You a bitch made if you ever hit a female,not_misogynistic,2019-06-30 01:56:51,590127514,1145149167330910200,NA,NA,NA,NA,🤘,en,1,0,NA,NA,NA,1,NA,FALSE
@rainbowsdipshit you fucking bitch,misogynistic,2019-06-30 19:08:14,956342550016725e3,1145408721633329200,1145408542339477500,1112329812188819500,NA,NA,NA,en,0,0,NA,NA,NA,1,NA,FALSE
@Svannah_solis Ooo fuck bitch I’m sorry 😢😢😢,not_misogynistic,2019-06-30 08:30:04,2361797971,1145248121812901900,1145197446844301300,529145275,NA,NA,NA,en,0,0,NA,NA,NA,1,NA,FALSE
"bf: sends me pics of the Sim he made of me with cute captions 
me: why’d you make me butt ugly",not_misogynistic,2019-06-23 05:40:08,953539329464270800,1142668640342487e3,NA,NA,NA,NA,"Portland, OR",en,0,0,NA,NA,NA,3,NA,FALSE
My name must taste realllll fucking good to this bitch cause it’s always in her fucking mouth😂 I’m finding out shit about myself I had no idea even happened😂😂🤦🏻‍♀️,not_misogynistic,2019-07-02 14:45:31,3352288293,1146067383343169500,NA,NA,NA,NA,NA,en,0,0,NA,NA,NA,0,NA,FALSE
@ChrisMe00596062 @EverDilettante @walker_issiah @LukeDoty9 @Tyler_Van_Dyke We play actual competition. Yall think your new assistant that got promoted to coach is gonna change yalls world lmfao Wont win my fucking ass. Weak ass lol Your boy out there sucking it up. 🤣🤣🤣. Van dyk gonna win shit lol,not_misogynistic,2019-06-30 01:16:08,1118242017073668100,114513891981568e4,1145104963762307100,1062400776134373400,NA,NA,"Charleston, SC",en,0,0,NA,NA,NA,0,NA,FALSE
@CarlosD22428844 @Maureen6Johnson @NicolaSturgeon Scumbag !!!! 🤬🤬🤬,not_misogynistic,2019-07-06 11:13:20,830276353417216e3,1147463536270073900,1147462218348449800,1026586419958112300,NA,NA,"Staunchville, Scotland. 🇬🇧",en,0,0,NA,NA,NA,2,NA,TRUE
@Ichiro_Ordo957 @ARl1998 @literaturedevil @UnburntWitch He was beating someone with a club moments before the video started,not_misogynistic,2019-07-02 19:51:43,96812498,1.1461444381100401e+18,1146141172487864300,730139482557689900,NA,NA,moon?,en,0,0,NA,NA,NA,0,NA,FALSE
@JessicaValenti White boys,not_misogynistic,2019-07-04 00:20:33,1052765829060862e3,1146574481852371e3,1146249118223884300,4099171,NA,NA,NA,en,0,0,NA,NA,NA,0,NA,FALSE
@emrazz @JessicaValenti @MoiraDonegan 🙋‍♀️🏻,not_misogynistic,2019-07-03 20:40:24,4194041,1146519081534836700,1146516753893273600,30395567,NA,NA,"Chesapeake, VA",und,0,0,NA,NA,NA,0,NA,FALSE
@according2taffy @JessicaValenti Wtf 😒,not_misogynistic,2019-07-04 00:42:47,31081343,1146580078521962500,1146571032284807200,1279183436,NA,NA,"Florida, USA",und,0,0,NA,NA,NA,1,NA,FALSE
@TombaHat @MichiruMichiMi @UnburntWitch @ryanjj245 Your allegation is so fucking absurd it doesn’t merit a response beyond this.  Go bad faith argue somewhere else.,not_misogynistic,2019-07-01 02:14:18,772658469782511600,1145515945512689700,1145502493755039700,117966709,NA,NA,"Hawaii, USA",en,0,0,NA,NA,NA,0,NA,FALSE
@HighlanderMSP @WingsScotland @theSNP @NicolaSturgeon What nonsense! The way has not been lost - it is you allowing yourself to be distracted.,not_misogynistic,2019-07-04 22:28:44,130121760,1146908730237313e3,1146905885928763400,2882603139,NA,NA,Scotland,en,0,0,NA,NA,NA,0,NA,FALSE
@Tyler_Van_Dyke @Coach_MannyDiaz @CoachDanEnos @CoachJesseStone @D_VanDyke8 @BrianDohn247 @RivalsFriedman Let’s make Miami great again #TNM,not_misogynistic,2019-07-02 17:08:32,1146021546949062700,1146103372711387100,1122940280712384500,4367588421,NA,NA,NA,en,1,0,NA,NA,NA,0,NA,FALSE
@thrillinit Bitch you are goals af,not_misogynistic,2019-07-02 05:44:25,785313379560796200,1145931212050948100,1145834465899339800,2359049220,NA,NA,"Stockton, CA",en,0,0,NA,NA,NA,0,NA,FALSE
"i surely do and i still want this bitch handled. i don’t know wtf is in her mouth, don’t know how many othe containers she’s contaminated, that shit is worse than the petty crimes i commit. i don’t put anyone’s life in danger. https://t.co/n5fvBUTBh6",misogynistic,2019-07-02 09:52:38,60432674,1145993675396309e3,NA,NA,NA,NA,bull.,en,0,0,NA,NA,NA,0,NA,FALSE
"@NIkhilUkey6 @farumar143 @trashhyo @shivanivisen How will you be killed?
Who told you so?
Prove it that there is such law or accept you are just ignorant",not_misogynistic,2019-06-30 18:45:01,771362432073797600,1145402877151760400,1145399977725911e3,958321378867822600,NA,NA,"لائل پور, پاکستان",en,0,0,NA,NA,NA,1,NA,FALSE
@GadiNBC Build the wall and these tragedies will stop. Why democrats keep encouraging babies to be killed? Democrats hates babies.,not_misogynistic,2019-07-02 19:08:20,936478402877558800,1146133521192427500,1146115710210515e3,36771787,NA,NA,"Washington, DC",en,0,0,NA,NA,NA,0,NA,FALSE
"@KamalaHarris You just failed,why wait till 100 days that has the possibility of failing,what happened to those citizens that may be killed in the 100days plus?
Let Congress do the amendment while you go ahead and apply some executive powers where necessary pending the legislative actions.",not_misogynistic,2019-07-02 02:32:18,723851239222575100,1145882863893700600,1145830947444678700,30354991,NA,NA,"Lagos, Nigeria",en,0,0,NA,NA,NA,0,NA,FALSE
//*Squints at @KuyashiiKanyo's bio* This bitch know they facts. 💖,not_misogynistic,2019-07-01 08:25:40,1335406844,1145609400977170400,NA,NA,NA,NA,Hakata,en,0,0,NA,NA,NA,1,NA,FALSE
@realDonaldTrump This man ordered babies to be killed by dogs.,not_misogynistic,2019-07-01 02:58:47,965398371929223200,1145527140584046600,1145494128190480400,25073877,NA,NA,What once was called America,en,0,0,NA,NA,NA,0,NA,FALSE
I hope they lose in the name of patriotism of course this bitch / bastard should be let go. Disgraceful https://t.co/yEyS3VZMEI,not_misogynistic,2019-06-28 21:50:06,1911282486,1144724680403820500,NA,NA,NA,NA,NA,en,0,0,NA,NA,NA,0,NA,FALSE
@RandPaul you are a whiny-ass little bitch!  Time to vote your ass out!  Anti-Trump asshole!,not_misogynistic,2019-06-28 22:28:57,1122599057485180900,1144734457091563500,NA,216881337,NA,NA,"Florida, USA",en,0,0,NA,NA,NA,0,NA,FALSE
I see that skank @/ketastr0phy is jumping on your back about the self harm posts. Funny cos she's literally guilt… — Okay I have idea who that person you @‘d is so I can’t comment on any of this 🤷🏾‍♀️ https://t.co/HGkVEqgroi,misogynistic,2019-06-28 21:08:23,1390087772,1144714183298224100,NA,NA,NA,NA,United Kingdom,en,0,0,NA,NA,NA,0,NA,FALSE
"...But now, I understand.
The feeling of having so much guilt, you just want to die.
The feeling of wanting to be killed.",not_misogynistic,2019-07-02 13:40:27,848330073056747500,1146051008625172500,NA,NA,NA,NA,nameless town,en,0,0,NA,NA,NA,0,NA,FALSE
Comments @NicolaSturgeon  please! https://t.co/Vzb4QJHH4I,not_misogynistic,2019-07-06 23:02:22,3407574046,1147641972221497300,NA,NA,NA,NA,"Scotland, United Kingdom",en,2,0,NA,NA,NA,3,NA,TRUE
@AOC Obama built those cages,not_misogynistic,2019-07-06 13:34:34,192363113,1147499077040558100,1.1468584578548081e+18,138203134,NA,NA,NA,en,0,0,NA,NA,NA,0,NA,FALSE
@Ohmisssally @13_moths @UnburntWitch Says someone who should be in the kitchen,misogynistic,2019-07-02 18:36:10,154729859,1146125425934045200,1145519605764567e3,355378066,NA,NA,"alamo,texas",en,0,0,NA,NA,NA,0,NA,FALSE
"@AllisonMorris1 I believe he should be left to rest in peace, notwithstanding not affording that decency to other people in the past.",not_misogynistic,2019-06-29 13:01:16,1145573972,1144953984450515e3,1144883284045905900,220819048,NA,NA,NA,en,0,0,NA,NA,NA,0,NA,FALSE
"@KirstyStricklan @NicolaSturgeon I would pay to see that, literally, they could sell out the hydro for that one.",not_misogynistic,2019-07-06 08:39:20,716560590949507100,1147424778669764600,1147209813157396500,21185876,NA,NA,"Edinburgh, Scotland",en,0,0,NA,NA,NA,0,NA,FALSE
"And, I've been at work for 8 hours, if this bitch that is supposed to relieve me doesn't hurry their ass up.",misogynistic,2019-06-29 08:02:26,2471002634,1144878778474102800,NA,NA,NA,NA,NA,en,0,0,NA,NA,NA,0,NA,FALSE
@myouiIvrz literally.   . a fucking whore is what i am,misogynistic,2019-06-30 14:15:46,1121925205016838100,1145335119814770700,1145335048821989400,1117527194635571200,NA,NA,taehyung.xn--g6h,en,1,0,NA,NA,NA,1,NA,FALSE
@SecPompeo The criminal occupying regime of Iran is a dirty criminal regime,not_misogynistic,2019-07-02 07:38:04,1130256725137875e3,1145959811957297200,1145785333889609700,988573326376427500,NA,NA,"Vancouver, British Columbia",en,0,0,NA,NA,NA,0,NA,FALSE
What a laughing stock the Nazi tRump ignoramus family is!  Ivanka is doing a fourth rate Evita Peron imitation!  Get this skank out of our world!,not_misogynistic,2019-06-30 08:44:40,2433940799,1145251796505546800,NA,NA,NA,NA,NA,en,0,0,NA,NA,NA,0,NA,FALSE
I hope a gay person or trans person with a terminal illness uses you John to leave a legacy. Target John like he targets others. Your a cunt . You know how gay ppl have been treated in this country in the past yet can’t see how we need to make amends. https://t.co/NxZHJgFPgy,not_misogynistic,2019-06-30 00:13:07,632872354,1145123059025756200,NA,NA,NA,NA,NA,en,0,0,NA,NA,NA,0,NA,FALSE
This bitch is over here laughing. its 3 am go to bed lol,not_misogynistic,2019-07-01 07:06:11,1140297269909979100,1145589400820158500,NA,NA,NA,NA,NA,en,0,0,NA,NA,NA,0,NA,FALSE
This bitch lying said in 3 months she ain’t fucked nobody🧐,not_misogynistic,2019-06-30 23:37:36,337582932,1145476511115489300,NA,NA,NA,NA,NA,en,0,0,NA,NA,NA,0,NA,FALSE
this bitch making sure his eyebrows don’t burn off lol  https://t.co/ufw8myIuLE,not_misogynistic,2019-06-29 19:54:35,847100508737286100,1145057995950305300,NA,NA,NA,NA,inzayn liked!,en,0,0,NA,NA,NA,0,NA,FALSE
"Now that Rachel's dead.. it's time for you to die too, skank.",misogynistic,2019-07-02 14:31:16,3776261417,1146063794478563300,NA,NA,NA,NA,Arcadia Bay,en,0,0,NA,NA,NA,0,NA,FALSE
I wish SHE was my Neighbour. Instead of the annoying bitch I currently have to put up with! #Kylie,not_misogynistic,2019-06-30 17:41:58,1135245969648476200,1145387012507279400,NA,NA,NA,NA,Gateshead,en,0,0,NA,NA,NA,7,NA,FALSE
U cuckold niggas is funny. Hoe bitch .,misogynistic,2019-06-29 02:29:20,420657592,1144794952964161500,NA,NA,NA,NA,"Richmond, VA",en,0,0,NA,NA,NA,0,NA,FALSE
back on this shitty ass iphone cuz my android decided to harakiri after 2 mos. fucking bitch https://t.co/oRhc2wUYr1,not_misogynistic,2019-06-30 21:54:13,999453943196352500,1145450492698325e3,NA,NA,NA,NA,NA,en,0,0,NA,NA,NA,3,NA,FALSE
WAIT I MEANT I DONT KNOW WHO SHOULD MY LANE BE IM NOT A DIRTY ASS FAN OMGDHASBHWJ https://t.co/VmxB2DA3KA,not_misogynistic,2019-06-30 02:37:16,1087873214481498100,1145159335191777300,NA,NA,NA,NA,NA,en,0,0,NA,NA,NA,2,NA,TRUE
@AOC Fraud!!!,misogynistic,2019-07-07 15:36:44,474876956,1147892209498374100,1147671989383049200,138203134,NA,NA,NA,fr,0,0,NA,NA,NA,0,NA,FALSE
"@Royal__Reporter @NicolaSturgeon Never seem krankie daily tweet mentioning this, I wonder why?😜",not_misogynistic,2019-07-04 06:10:56,555296332,1146662657044439e3,1146437531774402600,1121796151,NA,NA,United Kingdom,en,0,0,NA,NA,NA,5,NA,FALSE
@JessicaValenti From that 70 year old piece of shit? She’s not a person to him. But she is a person to the appeals court: https://t.co/OMwg2hnynS,not_misogynistic,2019-07-03 15:37:23,904127072234336300,1146442821068394500,1146250288506003500,4099171,NA,NA,"New Jersey, USA",en,0,0,NA,NA,NA,0,NA,FALSE
"first time watching atla every time zuko is on screen is a surprise bc sometimes i went ""my baby, my boy, my babyboy"" and other times i went ""oh my god this fucking bitch again""",misogynistic,2019-07-01 06:02:28,835627140787941400,1145573366683885600,NA,NA,NA,NA,they | 17 | slytherin | perú,en,0,0,NA,NA,NA,2,NA,FALSE
it’s camel toe season ladies,misogynistic,2019-06-30 06:15:07,2419808490,1145214159593676800,NA,NA,NA,NA,NA,en,0,0,NA,NA,NA,2,NA,FALSE
"@Comey We’re just glad you were defeated and your coup failed. No matter who the President is, your behavior has been a disgrace to the profession.

Nobody likes dirty cops. That is your legacy. The country will forever remember that Jim Comey was a dirty cop.",not_misogynistic,2019-06-28 18:31:03,1113841445151170600,1144674586098880500,1144607213455126500,2334193741,NA,NA,NA,en,0,0,NA,NA,NA,0,NA,FALSE
dumb bitch,misogynistic,2019-06-30 06:40:48,896119499497361400,1145220624366886900,NA,NA,NA,NA,♡ | r,en,0,0,NA,NA,NA,0,NA,FALSE
Camel toe or Pizza puff ?,misogynistic,2019-06-30 01:20:58,1024119999898767400,1145140136323223600,NA,NA,NA,NA,NA,en,0,0,NA,NA,NA,0,NA,FALSE
"@davidjshipley @gtconway3d @jbview @bopinion Ummmmmmm, look at that butt ugly monster, and you tell me?????",not_misogynistic,2019-06-25 07:47:30,1142635657669427200,1143425469636726800,1143203298595475500,237871265,NA,NA,NA,en,0,0,NA,NA,NA,0,NA,FALSE
"@euphorilec @serenmaipity wanna say i do too but consumerism ,,, im a fucking bitch for it",not_misogynistic,2019-06-30 19:58:11,939722469438472200,1145421293753262100,1145420625160417300,1141396829768167400,NA,NA,NA,en,0,0,NA,NA,NA,1,NA,FALSE
"How to block a website on iPhone , I hate my self always gambles , fuck. Fuck bitch 🔥 😡",not_misogynistic,2019-06-28 00:14:01,932855370665443300,1144398509455507500,NA,NA,NA,NA,NA,en,0,0,NA,NA,NA,0,NA,FALSE
dumb fucking whore https://t.co/qLdOyBqUDX,misogynistic,2019-06-28 01:01:58,1142091759201194e3,1144410575755198500,NA,NA,NA,NA,"Buenos Aires, Argentina",en,0,0,NA,NA,NA,1,NA,FALSE
@lxdesman shut up bitch,misogynistic,2019-06-30 18:59:42,2183214776,1145406574120206300,1145231628312223700,1074867325885509600,NA,NA,Canada,en,0,0,NA,NA,NA,0,NA,FALSE
My sisters a fucking bitch,not_misogynistic,2019-06-29 02:13:19,909148561979387900,1144790922301005800,NA,NA,NA,NA,OD’ed on wendys bathroom floor,en,0,0,NA,NA,NA,0,NA,FALSE
@lukeman0902 That fucking bitch,misogynistic,2019-06-28 18:15:03,1099338152362299400,1144670561290899500,1144670328406335500,3100053845,NA,NA,Symmetra is gay,en,0,0,NA,NA,NA,0,NA,FALSE
"@call_me_cathy @NicolaSturgeon Please note the context: others were commenting on this complexity! 
I'm a friend to all woman; all should feel safe &amp; be heard. We must find a way!
For the record, always made sense 2 me that sex/gender vary/blend like eye/hair/skin colour.
Our minds define us, not our bodies.",not_misogynistic,2019-07-06 20:12:41,4493830397,1147599267126755300,1147584965284159500,218635579,NA,NA,"Hamilton, Scotland",en,0,0,NA,NA,NA,1,NA,TRUE
@ssjus2 @CeramicToast @TackJelnax @Play4Blood @ryanjj245 @UnburntWitch Weird that the only evidence of chemical burns I've seen are people posting images from Google searches.,not_misogynistic,2019-07-01 12:08:00,3392133075,114566535224175e4,1145664715227451400,1083633402329219100,NA,NA,Somewhere in upstate New York,en,1,0,NA,NA,NA,2,NA,TRUE
you coulda had a bad bitch /: @lizzo https://t.co/fIz24NJYiX,not_misogynistic,2019-06-29 05:28:52,812117966653362200,1144840132870189e3,NA,NA,NA,NA,edmond/dallas,en,0,0,NA,NA,NA,1,NA,TRUE
@4ever_camel_toe #itsthelittlethings,not_misogynistic,2019-06-28 20:22:46,1011715251333664800,1144702704377356300,1144471964079161300,1187935866,NA,NA,"Somerset, TX",und,0,0,NA,NA,NA,1,NA,TRUE
"@AllisonMorris1 @gendo01 @irish_news Sorry, I only get the free articles lol",not_misogynistic,2019-07-04 11:00:08,448542691,1146735440503947300,1146734852059947e3,220819048,NA,NA,Beal feirste,en,0,0,NA,NA,NA,1,NA,FALSE
"@kezdugdale @ScotParl @EvaCMurray Good luck KD. Now, mind we spoke about having a drink??",not_misogynistic,2019-06-28 09:02:39,2247356916,1144531546344513500,1144528151944597500,19934731,NA,NA,Glasgow,en,0,0,NA,NA,NA,1,NA,FALSE
@alisteredmond5 @STVNews @NicolaSturgeon https://t.co/91W5QdZnCY,not_misogynistic,2019-07-04 18:54:01,1055722415437832200,1146854696264568800,1146781957092728800,2525523167,NA,NA,"Scotland, United Kingdom",und,0,0,NA,NA,NA,0,NA,FALSE
@notyoursweetbab @UnburntWitch What pissed me off about Jeremy was that he went after the kid from stranger things and he went after Philip DeFranco,not_misogynistic,2019-07-01 18:37:04,912473160196481e3,1145763265378734100,1145715678659383300,218702453,NA,NA,"Asheville, NC",en,0,0,NA,NA,NA,0,NA,FALSE
"@GeorgieTheGeek @NicolaSturgeon @JeaneF1MSP No, the alternative is to listen to and include experts in the process. And sorry, I possibly have a greater insight into this (or may not), so it's unfair to have a go at you.",not_misogynistic,2019-07-04 19:47:36,73067616,1146868179370725400,1146865026625671200,20800038,NA,NA,Glasgow,en,0,0,NA,NA,NA,0,NA,FALSE
